,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,running_time
428,tt6644200,a quiet place,2018,335159,7.5,21.0,340.9,2,91
429,tt0461770,enchanted,2007,168059,7.0,85.0,340.5,6,107
430,tt1253863,300: rise of an empire,2014,268584,6.2,110.0,337.6,6,102
431,tt0112462,batman forever,1995,224902,5.4,100.0,336.6,7,122
433,tt0473075,prince of persia: the sands of time,2010,260243,6.6,200.0,336.4,4,116
434,tt0327084,over the hedge,2006,151085,6.7,80.0,336.0,6,83
435,tt0069031,"now you see him, now you don't",1972,1641,6.3,90.0,334.9,10,129
436,tt1397514,journey 2: the mysterious island,2012,86281,5.8,79.0,335.3,6,94
437,tt0117500,the rock,1996,298204,7.4,75.0,335.1,5,136
438,tt0123770,the curious female,1970,163,4.6,167.0,334.0,7,166
439,tt0421715,the curious case of benjamin button,2008,552177,7.8,167.0,334.0,7,166
440,tt0120347,tomorrow never dies,1997,171830,6.5,110.0,333.0,6,119
441,tt0087469,indiana jones and the temple of doom,1984,417581,7.6,28.2,333.1,6,118
442,tt1979388,the good dinosaur,2015,94105,6.7,175.0,332.2,8,94
443,tt0096874,back to the future part ii,1989,441827,7.8,40.0,332.0,4,108
444,tt2294449,22 jump street,2014,325994,7.0,84.5,331.3,3,112
445,tt0212338,meet the parents,2000,297551,7.0,55.0,330.4,7,108
446,tt0096438,who framed roger rabbit,1988,172224,7.7,50.6,329.8,5,104
447,tt0177971,the perfect storm,2000,148817,6.4,120.0,328.7,8,130
448,tt0947798,black swan,2010,663527,8.0,13.0,329.4,5,108
449,tt0090555,crocodile dundee,1986,87191,6.6,8.8,328.0,6,104
450,tt0826252,it(i) ,2017,20,6.1,35.0,700.4,2,135
452,tt0114369,se7en,1995,1331050,8.6,33.0,327.3,4,127
453,tt2446042,taken 3,2014,169217,6.0,48.0,326.4,7,108
455,tt0071413,devil times five,1974,1161,5.1,35.0,326.5,6,109
456,tt0458352,the devil wears prada,2006,347977,6.9,35.0,326.5,6,109
457,tt1067106,a christmas carol,2009,93591,6.8,200.0,325.3,6,96
458,tt0116583,the hunchback of notre dame,1996,131751,6.9,100.0,325.3,9,91
459,tt2279373,the spongebob movie: sponge out of water,2015,45235,6.0,74.0,325.2,1,92
460,tt6966692,green book,2018,266473,8.2,23.0,323.5,3,130
461,tt1001526,megamind,2010,213464,7.2,130.0,321.9,5,96
462,tt0104714,lethal weapon 3,1992,148823,6.7,35.0,321.7,5,118
463,tt0108052,schindler's list,1993,1121710,8.9,22.0,322.1,6,195
464,tt0115433,101 dalmatians,1996,95152,5.7,75.0,320.7,4,103
465,tt0938283,the last airbender,2010,139640,4.1,150.0,319.7,7,103
466,tt3065204,the conjuring 2,2016,204719,7.3,40.0,320.4,6,134
467,tt1457767,the conjuring,2013,412621,7.5,20.0,319.5,4,112
468,tt0093010,fatal attraction,1987,69885,6.9,14.0,320.1,3,119
470,tt1764651,the expendables 2,2012,281394,6.6,100.0,315.0,11,103
471,tt0371606,chicken little,2005,80827,5.7,150.0,314.4,8,81
472,tt0119822,as good as it gets,1997,260010,7.7,50.0,314.1,6,139
473,tt0268978,a beautiful mind,2001,792569,8.2,58.0,313.0,9,135
474,tt0496806,ocean's thirteen,2007,303677,6.9,85.0,311.7,8,122
476,tt4046784,maze runner: the scorch trials,2015,206889,6.3,61.0,312.3,9,131
477,tt2592614,resident evil: the final chapter,2016,77547,5.5,40.0,312.2,6,106
478,tt0145660,austin powers: the spy who shagged me,1999,207552,6.6,33.0,312.0,6,95
479,tt0338348,the polar express,2004,158638,6.6,165.0,311.3,1,100
480,tt0970866,little fockers,2010,101328,5.5,100.0,310.7,8,98
481,tt0397892,bolt,2008,178744,6.8,150.0,310.0,4,96
482,tt0117438,ransom,1996,113180,6.6,70.0,309.5,5,121
483,tt0163187,runaway bride,1999,88865,5.5,70.0,309.4,6,116
484,tt0878804,the blind side,2009,273972,7.6,29.0,309.2,7,126
485,tt1446192,rise of the guardians,2012,148507,7.3,145.0,306.9,5,97
486,tt0454921,the pursuit of happyness,2006,416163,8.0,55.0,307.1,3,117
487,tt0299658,chicago,2002,204587,7.1,45.0,306.8,8,113
488,tt2582846,the fault in our stars,2014,322616,7.7,12.0,307.2,6,126
489,tt0075860,close encounters of the third kind,1977,171466,7.6,20.0,306.1,4,135
490,tt1595656,to the wonder,2012,25715,5.9,20.0,305.9,5,113
491,tt5140878,annabelle: creation,2017,99841,6.5,15.0,306.5,4,110
492,tt0325980,pirates of the caribbean: the curse of the black pearl,2003,977869,8.0,140.0,654.3,5,143
493,tt1646987,wrath of the titans,2012,175372,5.7,150.0,305.3,10,99
494,tt0120762,mulan,1998,230443,7.6,90.0,304.3,8,87
495,tt1440129,battleship,2012,227736,5.8,220.0,303.0,6,131
496,tt1355644,passengers,2008,321691,7.0,150.0,303.1,5,116
497,tt0119528,liar liar,1997,265844,6.9,45.0,302.7,9,86
498,tt0055254,one hundred and one dalmatians,1961,141116,7.2,3.6,303.0,6,79
499,tt1046173,g.i. joe: the rise of cobra,2009,193266,5.8,175.0,302.5,13,118
500,tt0102057,hook,1991,219426,6.8,70.0,300.9,6,141
501,tt2567026,alice through the looking glass,2016,83504,6.2,170.0,299.5,10,113
502,tt0338526,van helsing,2004,233487,6.1,160.0,300.3,7,131
503,tt1220634,resident evil: afterlife,2010,155671,5.8,60.0,300.2,8,97
504,tt0089927,rocky iv,1985,174992,6.9,28.0,300.4,6,90
505,tt0089880,rambo: first blood part ii,1985,143856,6.5,25.5,300.4,4,96
506,tt0092644,beverly hills cop ii,1987,100565,6.5,20.0,300.0,9,103
507,tt0076729,smokey and the bandit,1977,41752,7.0,4.3,300.0,4,96
508,tt0116231,the bandit,1996,57469,8.3,4.3,300.0,4,96
509,tt0164912,stuart little,1999,118589,5.9,0.0,300.1,3,84
510,tt0243585,stuart little 2,2002,46667,5.4,120.0,170.0,8,78
511,tt0433035,real steel,2011,286799,7.1,110.0,299.3,5,127
512,tt0119738,my best friend's wedding,1997,120281,6.3,38.0,299.3,6,104
514,tt2908446,insurgent,2015,204630,6.2,110.0,297.3,11,119
515,tt0451079,horton hears a who!,2008,123411,6.8,85.0,297.1,7,86
516,tt0295178,austin powers in goldmember,2002,187476,6.2,63.0,296.7,8,98
517,tt0097778,look who's talking,1989,73599,5.9,7.5,297.0,6,96
518,tt3411444,ferdinand,2017,42742,6.7,111.0,296.1,18,108
519,tt1935859,miss peregrine's home for peculiar children,2016,145687,6.7,110.0,296.5,9,127
520,tt0087332,ghostbusters,1984,332198,7.8,30.0,295.7,5,105
521,tt0087332,ghostbusters,2016,332198,7.8,144.0,229.1,5,116
522,tt1261945,sex and the city 2,2010,70720,4.5,95.0,294.6,6,146
524,tt1130884,shutter island,2010,1039636,8.1,80.0,294.8,7,139
525,tt0240462,dr. dolittle 2,2001,39814,4.7,70.0,176.1,14,87
526,tt1049413,up,2009,872115,8.2,175.0,735.1,5,96
527,tt1673434,the twilight saga: breaking dawn - part 2,2012,219235,5.5,136.2,829.7,12,115
528,tt0407887,the departed,2006,1107969,8.5,90.0,291.5,9,151
529,tt0161081,what lies beneath,2000,111603,6.6,100.0,291.4,3,130
530,tt0120689,the green mile,1999,1053261,8.6,60.0,290.7,13,189
532,tt1840309,divergent,2014,406599,6.7,85.0,288.9,10,140
533,tt0094898,coming to america,1988,149804,7.0,39.0,288.8,6,117
534,tt0138097,shakespeare in love,1998,204290,7.1,25.0,289.3,13,123
535,tt1478338,bridesmaids,2011,254493,6.8,32.5,288.4,7,125
536,tt0389790,bee movie,2007,131456,6.1,150.0,287.6,2,91
537,tt4500922,maze runner: the death cure,2018,97460,6.2,62.0,288.2,11,143
538,tt0112642,casper,1995,111326,6.1,55.0,287.9,4,101
540,tt2848292,pitch perfect 2,2015,134259,6.4,31.0,287.5,16,115
542,tt0059742,the sound of music,1965,186246,8.0,8.2,286.2,2,174
543,tt0068646,the godfather,1972,1488718,9.2,6.5,286.0,9,177
544,tt0122151,lethal weapon 4,1998,146167,6.6,150.0,285.4,6,127
545,tt0396269,wedding crashers,2005,319254,6.9,40.0,285.2,7,119
546,tt0401729,john carter,2012,245770,6.6,306.6,284.1,8,132
547,tt0243155,bridget jones's diary,2001,211786,6.7,25.0,281.9,5,97
549,tt0175142,scary movie,2000,220107,6.2,19.0,278.0,11,88
550,tt0295701,xxx,2002,168041,5.9,88.3,277.4,4,124
551,tt2341762,the legacy,1978,2511,7.7,2.5,11.36,3,96
552,tt1194173,the bourne legacy,2012,271808,6.7,125.0,276.1,3,135
553,tt0267913,scooby-doo,2002,90219,5.0,84.0,275.7,5,86
554,tt0146316,lara croft: tomb raider,2001,189333,5.8,115.0,274.7,5,100
555,tt0325703,lara croft tomb raider: the cradle of life,2003,124219,5.5,115.0,274.7,5,100
556,tt1365519,tomb raider,2018,172945,6.3,106.0,275.0,5,118
557,tt0443272,lincoln,2012,232573,7.3,65.0,275.3,7,150
558,tt1320253,the expendables,2010,313086,6.5,80.0,274.5,13,103
559,tt0116695,jerry maguire,1996,225803,7.3,50.0,273.6,7,139
560,tt0172156,bad boys ii,2003,211349,6.6,130.0,273.3,7,147
561,tt0275847,lilo & stitch,2002,155474,7.2,80.0,273.1,9,85
562,tt0102926,the silence of the lambs,1991,1173516,8.6,19.0,272.7,4,118
563,tt0780521,the princess and the frog,2009,113843,7.1,105.0,271.0,11,97
565,tt2004420,neighbors,1981,271211,6.3,8.5,29.92,4,94
567,tt0443649,"10,000 bc",2008,121572,5.1,105.0,269.8,8,109
568,tt0106918,the firm,1993,109343,6.8,42.0,270.2,7,154
569,tt1723121,we're the millers,2013,380393,7.0,37.0,270.0,7,110
570,tt1205489,gran torino,2008,684255,8.1,33.0,270.0,1,116
572,tt0053804,exodus,1960,8326,6.7,4.5,8.7,8,208
573,tt1528100,exodus: gods and kings,2014,153069,6.0,200.0,268.2,7,150
574,tt1109624,paddington,2014,88369,7.2,8.5,268.0,7,95
575,tt0103776,batman returns,1992,258803,7.0,80.0,266.8,7,126
576,tt0337741,something's gotta give,2003,105070,6.7,80.0,266.7,6,128
577,tt0107211,indecent proposal,1993,58196,5.9,38.0,266.6,5,118
578,tt0765429,american gangster,2007,373056,7.8,100.0,266.5,10,158
579,tt0114898,waterworld,1995,170132,6.2,175.0,264.2,5,135
580,tt0160127,charlie's angels,2000,167745,5.5,55.0,57.1,8,119
581,tt0119116,the fifth element,1997,412032,7.7,90.0,263.9,5,126
582,tt0120382,the truman show,1998,861570,8.1,60.0,264.1,6,103
585,tt0800080,the incredible hulk,2008,412381,6.7,150.0,263.4,6,112
586,tt0113497,jumanji,1995,279460,7.0,65.0,262.8,6,104
587,tt1013743,knight and day,2010,172193,6.3,117.0,261.9,7,109
588,tt0317198,bridget jones: the edge of reason,2004,99027,6.0,40.0,262.5,5,108
589,tt0443453,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,2006,337585,7.3,18.0,262.0,2,84
590,tt0358082,robots,2005,125438,6.3,75.0,260.7,12,90
591,tt1210819,the lone ranger,2013,212250,6.4,250.0,260.5,7,149
592,tt1856101,blade runner 2049,2017,402878,8.0,185.0,260.5,10,163
593,tt0305357,charlie's angels: full throttle,2003,115040,4.9,120.0,259.1,8,106
594,tt0293564,rush hour 3,2007,144952,6.2,140.0,258.0,7,91
595,tt0119164,the full monty,1997,94396,7.2,3.5,258.0,3,91
596,tt0368447,the village,2004,230913,6.5,60.0,256.7,6,108
598,tt0195685,erin brockovich,2000,162986,7.3,52.0,256.3,3,130
599,tt0077651,halloween,1978,214157,7.8,10.0,255.5,5,106
600,tt0077651,halloween,2007,214157,7.8,10.0,255.5,5,106
602,tt5052448,get out,2017,431470,7.7,4.5,255.4,6,104
603,tt0106582,cliffhanger,1993,113478,6.4,70.0,255.0,7,113
606,tt0486946,wild hogs,2007,110262,5.8,60.0,253.6,6,100
608,tt1403865,true grit,1969,290481,7.6,38.0,252.3,5,110
609,tt1403865,true grit,2010,290481,7.6,38.0,252.3,5,110
611,tt0120660,enemy of the state,1998,217121,7.3,90.0,250.6,9,132
612,tt0128853,you've got mail,1998,181129,6.6,65.0,250.8,7,119
613,tt1800241,american hustle,2013,426317,7.2,40.0,251.2,8,138
614,tt0118689,bean,1997,91775,6.5,18.0,251.2,5,90
615,tt0449010,eragon,2006,118458,5.1,100.0,249.5,9,103
616,tt0120746,the mask of zorro,1998,158961,6.7,95.0,250.3,5,137
617,tt0328880,brother bear,2003,89625,6.8,46.0,250.4,6,85
618,tt0185937,the blair witch project,1999,219671,6.5,0.06,248.6,3,81
619,tt0217869,unbreakable,2000,365685,7.3,75.0,248.1,3,106
620,tt1183919,marley & me,2008,12684,8.0,60.0,247.8,2,115
621,tt0314331,"love, actually",2003,393665,7.6,45.0,248.5,10,136
622,tt2191701,grown ups 2,2013,131731,5.4,80.0,247.0,4,101
623,tt0109686,dumb and dumber,1994,335300,7.3,17.0,247.3,7,106
624,tt0065856,house of dark shadows,1970,2337,6.5,0.75,1.84,4,97
625,tt1077368,dark shadows,2012,235333,6.2,150.0,245.5,9,113
626,tt1192628,rango,2011,221410,7.2,135.0,245.7,10,107
627,tt3949660,teenage mutant ninja turtles: out of the shadows,2016,79397,6.0,13.5,202.0,2,93
628,tt0119094,face/off,1997,333006,7.3,80.0,245.7,5,139
629,tt0286716,hulk,2003,242957,5.6,137.0,245.4,5,138
630,tt2120120,pixels,2015,123324,5.6,129.0,244.9,6,106
631,tt0119282,hercules,1983,189481,7.3,100.0,244.8,13,98
632,tt0119282,hercules,1997,189481,7.3,100.0,244.8,13,98
634,tt1815862,after earth,2013,184806,4.8,130.0,243.8,2,100
635,tt0099088,back to the future part iii,1990,371877,7.4,40.0,244.5,5,118
636,tt0120812,rush hour,1998,225569,7.0,35.0,244.4,8,98
637,tt0093870,robocop,1987,218779,7.5,13.0,53.4,6,102
638,tt0100502,robocop 2,1990,77470,5.8,35.0,45.7,6,117
639,tt0844471,cloudy with a chance of meatballs,2009,191264,6.9,100.0,243.0,12,90
640,tt0093870,robocop,2014,218779,7.5,100.0,242.7,9,118
641,tt1528854,daddy's home,2015,100458,6.2,69.0,242.8,3,96
642,tt0298203,8 mile,2002,234540,7.1,41.0,242.9,5,110
643,tt0104257,a few good men,1992,218076,7.7,40.0,243.2,8,138
644,tt0116213,eraser,1996,98848,6.1,100.0,242.3,5,114
645,tt0259446,my big fat greek wedding,2002,115202,6.5,5.0,368.7,6,95
646,tt2316204,alien: covenant,2017,235406,6.4,111.0,240.9,5,122
647,tt3263904,sully,2016,212996,7.4,60.0,240.8,3,96
648,tt0099423,die hard 2,1990,318342,7.2,70.0,240.0,7,124
649,tt1855325,resident evil: retribution,2012,127301,5.4,65.0,240.2,11,96
650,tt0092493,crocodile dundee ii,1988,50926,5.6,14.0,239.6,3,112
651,tt0094137,3 men and a baby,1987,44304,6.0,11.0,240.0,3,104
652,tt0096895,batman & robin,1997,321168,7.5,160.0,238.2,8,125
653,tt0389860,click,2006,288965,6.4,82.5,237.7,7,107
654,tt3104988,crazy rich asians,2018,112471,6.9,30.0,238.5,7,121
655,tt0076666,saturday night fever,1977,65899,6.8,3.5,237.1,2,119
656,tt0212720,a.i. artificial intelligence,2001,279082,7.2,100.0,235.9,5,146
657,tt0322259,2 fast 2 furious,2003,237549,5.9,76.0,236.3,7,108
658,tt4846340,hidden figures,2016,177795,7.8,25.0,236.0,6,127
659,tt1045658,silver linings playbook,2012,630380,7.7,21.0,236.4,6,122
660,tt0097165,dead poets society,1989,382469,8.1,16.4,235.9,5,129
661,tt0163651,american pie,1999,358085,7.0,11.0,235.5,10,95
662,tt1605630,american reunion,2012,195035,6.7,50.0,235.0,10,113
663,tt0142342,big daddy,1999,188385,6.4,34.2,234.8,7,93
664,tt2084970,the imitation game,2014,637441,8.0,14.0,233.6,6,114
665,tt1568346,the girl with the dragon tattoo,2009,396496,7.8,90.0,232.6,8,158
666,tt1568346,the girl with the dragon tattoo,2011,396496,7.8,90.0,232.6,8,158
668,tt0097757,the little mermaid,1989,219998,7.6,40.0,233.0,12,83
669,tt0328828,american wedding,2003,185528,6.3,55.0,231.5,8,96
670,tt1024648,argo,2012,543873,7.7,44.5,232.3,4,120
671,tt0105417,sister act,1992,80550,6.4,31.0,231.6,3,100
672,tt0467406,juno,2007,471434,7.4,0.0,231.4,6,96
673,tt0360486,constantine,2005,286211,7.0,100.0,230.9,7,121
674,tt0425061,get smart,2008,193456,6.5,80.0,230.7,15,110
675,tt0113277,heat,1995,537683,8.2,43.0,229.9,5,117
676,tt0259324,ghost rider,2007,213462,5.2,110.0,228.7,6,110
677,tt0990407,the green hornet,2011,150413,5.8,120.0,227.8,7,119
678,tt0097733,lethal weapon 2,1989,152035,7.2,50.0,227.9,6,114
679,tt0108160,sleepless in seattle,1993,148791,6.8,21.0,227.9,6,105
680,tt1253864,immortals,2011,155083,6.0,75.0,226.9,8,110
681,tt4468740,paddington 2,2017,49688,7.8,40.0,227.3,8,104
682,tt3890160,baby driver,2017,389195,7.6,34.0,226.9,7,113
684,tt2239822,valerian and the city of a thousand planets,2017,147781,6.5,97.0,225.9,8,137
685,tt7062794,percy jackson & the olympians: the lightning thief,2010,25,7.0,95.0,226.4,12,119
686,tt1428538,hansel & gretel: witch hunters,2013,186618,6.1,50.0,226.3,4,88
687,tt0119217,good will hunting,1997,789972,8.3,10.0,225.9,5,126
688,tt0120630,chicken run,2000,167840,7.0,45.0,225.0,10,84
689,tt0074958,network,1976,134951,8.1,3.8,23.7,4,121
690,tt1285016,the social network,2010,581767,7.7,40.0,224.9,5,120
691,tt0075148,rocky,1976,485957,8.1,1.0,225.0,5,119
692,tt0118880,con air,1997,261933,6.9,75.0,224.0,8,115
693,tt0110148,interview with the vampire: the vampire chronicles,1994,279219,7.6,60.0,223.7,6,122
694,tt0110148,interview with the vampire,1994,280302,7.6,60.0,223.7,6,122
695,tt1068680,yes man,2008,316675,6.8,70.0,223.2,5,104
696,tt2024469,non-stop,2014,238231,7.0,50.0,222.8,7,106
697,tt0097523,"honey, i shrunk the kids",1989,131999,6.3,18.0,222.7,4,101
698,tt0120891,wild wild west,1999,146810,4.9,170.0,222.1,5,106
699,tt1981128,geostorm,2017,84392,5.3,120.0,221.6,12,109
700,tt0489099,jumper,2008,276285,6.1,85.0,222.2,8,88
701,tt0319343,elf,2003,196430,6.9,33.0,220.9,7,97
702,tt0100404,presumed innocent,1990,35007,6.9,20.0,221.3,6,127
703,tt1133985,green lantern,2011,256753,5.5,200.0,219.9,6,114
704,tt1230414,it's complicated,2009,81938,6.5,85.0,219.1,3,120
705,tt0120794,the prince of egypt,1998,110580,7.1,70.0,218.6,10,98
706,tt0362227,the terminal,2004,372874,7.3,60.0,219.4,5,128
707,tt1033643,what happens in vegas,2008,159444,6.1,35.0,219.3,5,101
708,tt0478311,knocked up,2007,336550,6.9,30.0,219.1,8,129
709,tt0360717,king kong,2005,373786,7.2,207.0,550.5,10,187
710,tt0369339,collateral,2004,341251,7.5,65.0,217.8,6,120
711,tt0116669,jack,1996,53339,5.8,45.0,58.6,6,113
712,tt0790724,jack reacher,2012,290173,7.0,60.0,218.3,6,130
713,tt4877122,the emoji movie,2017,50900,3.2,50.0,217.8,10,86
714,tt0829150,dracula untold,2014,167773,6.3,70.0,217.1,4,92
715,tt2637276,ted 2,2015,170951,6.3,68.0,216.7,7,115
716,tt1489889,central intelligence,2016,145058,6.3,50.0,217.0,5,108
717,tt0405159,million dollar baby,2004,599470,8.1,30.0,216.8,3,132
718,tt1454029,the help,2011,401825,8.1,25.0,216.6,6,146
719,tt0096320,twins,1988,106574,6.1,18.0,216.6,6,107
720,tt0120815,saving private ryan,1998,1147930,8.6,70.0,482.3,4,169
721,tt0190865,vertical limit,2000,56168,5.9,75.0,215.7,6,124
722,tt0109444,clear and present danger,1994,83346,6.9,62.0,215.9,4,141
724,tt1284575,bad teacher,2011,184692,5.6,20.0,216.2,6,97
725,tt0103874,bram stoker's dracula,1992,178730,7.4,40.0,215.9,4,128
726,tt0097428,ghostbusters ii,1989,172277,6.6,0.0,215.4,7,108
727,tt0963966,the sorcerer's apprentice,2010,146456,6.1,150.0,215.3,9,109
728,tt0187393,the patriot,1998,242226,7.2,45.0,178.0,8,117
729,tt0187393,the patriot,2000,242226,7.2,110.0,215.3,9,164
730,tt2333784,the expendables 3,2014,159542,6.1,100.0,214.7,16,126
731,tt1564367,just go with it,2011,207159,6.4,48.0,215.0,7,117
732,tt0092890,dirty dancing,1987,183508,7.0,5.0,214.6,4,100
733,tt0338751,the aviator,2004,315136,7.5,110.0,213.7,10,170
734,tt1152836,public enemies,2009,266064,7.0,100.0,214.1,6,140
735,tt0258463,the bourne identity,2002,483125,7.9,60.0,214.0,6,119
736,tt0109635,disclosure,1994,43688,6.1,55.0,214.0,5,128
737,tt6343314,creed(ii) ,2015,87743,7.2,50.0,214.1,6,130
738,tt6343314,creed ii,2018,87743,7.2,50.0,214.1,6,130
739,tt0110912,pulp fiction,1994,1701276,8.9,8.5,213.9,12,154
740,tt0057878,bedtime story,1964,1502,6.8,80.0,212.9,9,99
741,tt0960731,bedtime stories,2008,83503,6.0,80.0,212.9,9,99
742,tt0161100,the wood,1999,7774,7.0,6.0,25.06,4,106
743,tt2180411,into the woods,2014,125728,5.9,50.0,213.1,8,124
744,tt0212346,miss congeniality,2000,174123,6.2,45.0,212.8,6,110
745,tt0311113,master and commander: the far side of the world,2003,192142,7.4,150.0,212.0,6,138
746,tt0146675,end of days,1999,101414,5.8,100.0,212.0,5,122
747,tt1217613,battle los angeles,2011,168894,5.7,100.0,211.8,6,116
748,tt0077588,the fury,1978,12366,6.4,7.5,24.0,7,118
749,tt2713180,fury,2014,393973,7.6,80.0,211.8,7,135
750,tt0137494,entrapment,1999,101760,6.3,66.0,212.4,5,113
751,tt1231583,due date,2010,309730,6.5,65.0,211.8,5,95
752,tt1473832,bridget jones's baby,2016,62527,6.5,35.0,212.0,6,123
753,tt0112281,ace ventura: when nature calls,1995,192096,6.4,30.0,212.4,5,94
754,tt0455824,australia,2008,115334,6.6,130.0,211.3,4,165
755,tt1136608,district 9,2009,614558,7.9,30.0,210.8,9,112
756,tt0112573,braveheart,1995,911143,8.3,70.0,210.4,4,178
757,tt1499658,horrible bosses,2011,404392,6.9,37.0,209.6,7,98
758,tt0079574,moonraker,1979,84148,6.3,34.0,210.3,5,126
759,tt0230600,the others,2001,320215,7.6,17.0,209.9,7,104
761,tt1964418,tomorrowland,2015,164419,6.4,190.0,209.0,7,130
762,tt0339291,lemony snicket's a series of unfortunate events,2004,187680,6.8,142.0,209.1,11,108
763,tt0289765,red dragon,2002,235333,7.2,78.0,209.1,7,124
765,tt1656190,safe,1995,98158,6.5,28.0,97.6,4,115
766,tt1599348,safe house,2012,195570,6.7,85.0,208.1,4,115
767,tt0077766,jaws 2,1978,66276,5.8,30.0,208.0,3,116
768,tt2674426,me before you,2016,183945,7.4,20.0,208.3,6,110
769,tt0162661,sleepy hollow,1999,312453,7.3,100.0,207.0,6,105
770,tt0257076,s.w.a.t.,2003,132994,6.0,70.0,207.2,5,117
771,tt0107818,philadelphia,1993,210466,7.7,26.0,206.7,5,126
772,tt3300542,london has fallen,2016,133159,5.9,60.0,205.8,11,99
774,tt0452594,the break-up,2006,119459,5.8,52.0,205.7,10,105
775,tt1753383,a dog's purpose,2017,58759,7.1,22.0,205.7,5,99
776,tt2334879,white house down,2013,196035,6.4,150.0,205.4,6,131
